Class,OCavg,OCmax,WMC
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649c65d3d6800b5789d036.InnerObserverComparator,1,1,1
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649c65d3d6800b5789d036.SubscriberCoordinator,2.8,8,14
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f2cd3d6800b5789f557,1.67,3,5
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f2cd3d6800b5789f557.InnerObserver,1.14,2,8
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f2cd3d6800b5789f557.SubscriberCoordinator,3,8,21
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f2ed3d6800b5789f57a,1.67,3,5
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f2ed3d6800b5789f57a.InnerObserver,1.14,2,8
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f2ed3d6800b5789f57a.SubscriberCoordinator,3,8,21
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f3dd3d6800b5789f637,1.67,3,5
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f3dd3d6800b5789f637.InnerObserver,1.14,2,8
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f3dd3d6800b5789f637.SubscriberCoordinator,3,8,21
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f41d3d6800b5789f66f,1.67,3,5
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f41d3d6800b5789f66f.InnerObserver,1.14,2,8
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f41d3d6800b5789f66f.SubscriberCoordinator,3,8,21
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f5dd3d6800b5789f816,1.67,3,5
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f5dd3d6800b5789f816.InnerObserver,1.14,2,8
org.apache.usergrid.persistence.core.rx.usergrid_old_5f649f5dd3d6800b5789f816.SubscriberCoordinator,3,8,21
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a0a8d3d6800b578a0a6a,1.33,2,4
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a0a8d3d6800b578a0a6a.InnerObserver,1,1,7
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a0a8d3d6800b578a0a6a.InnerObserverComparator,1,1,1
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a0a8d3d6800b578a0a6a.SubscriberCoordinator,2.8,8,14
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a125d3d6800b578a115f,1.67,3,5
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a125d3d6800b578a115f.InnerObserver,1,1,7
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a125d3d6800b578a115f.InnerObserverComparator,1,1,1
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a125d3d6800b578a115f.SubscriberCoordinator,2.8,8,14
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a14ad3d6800b578a1388,1.67,3,5
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a14ad3d6800b578a1388.InnerObserver,1,1,7
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a14ad3d6800b578a1388.InnerObserverComparator,1,1,1
org.apache.usergrid.persistence.core.rx.usergrid_old_5f64a14ad3d6800b578a1388.SubscriberCoordinator,3.2,9,16
org.apache.usergrid.persistence.core.shard.usergrid_old_5f64a03bd3d6800b578a045c,1.67,2,5
org.apache.usergrid.persistence.core.task.usergrid_old_5f649950d3d6800b5789aaf6,1,1,3
org.apache.usergrid.persistence.core.task.usergrid_old_5f649950d3d6800b5789aaf6.NamedForkJoinPool,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649950d3d6800b5789aaf6.TaskExceptionHandler,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a0ed3d6800b5789b422,1.33,1,4
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a0ed3d6800b5789b422.CountingThreadFactory,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a0ed3d6800b5789b422.MaxSizeThreadPool,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a0ed3d6800b5789b422.RejectedHandler,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a0ed3d6800b5789b422.TaskFutureCallBack,1,1,3
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a3dd3d6800b5789b651,1.67,1,5
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a3dd3d6800b5789b651.CountingThreadFactory,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a3dd3d6800b5789b651.MaxSizeThreadPool,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a3dd3d6800b5789b651.RejectedHandler,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a3dd3d6800b5789b651.RejectingExecutorService,1,1,13
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a3dd3d6800b5789b651.TaskFutureCallBack,1,1,3
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a41d3d6800b5789b67f,1.33,1,4
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a41d3d6800b5789b67f.CountingThreadFactory,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a41d3d6800b5789b67f.MaxSizeThreadPool,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a41d3d6800b5789b67f.RejectedHandler,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a41d3d6800b5789b67f.TaskFutureCallBack,1,1,3
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a6ad3d6800b5789b87a,1.33,1,4
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a6ad3d6800b5789b87a.CountingThreadFactory,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a6ad3d6800b5789b87a.MaxSizeThreadPool,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a6ad3d6800b5789b87a.RejectedHandler,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649a6ad3d6800b5789b87a.TaskFutureCallBack,1,1,3
org.apache.usergrid.persistence.core.task.usergrid_old_5f649b63d3d6800b5789c424,1.67,1,5
org.apache.usergrid.persistence.core.task.usergrid_old_5f649b63d3d6800b5789c424.CountingThreadFactory,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649b63d3d6800b5789c424.MaxSizeThreadPool,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649b63d3d6800b5789c424.RejectedHandler,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649b63d3d6800b5789c424.RejectingExecutorService,1,1,13
org.apache.usergrid.persistence.core.task.usergrid_old_5f649b63d3d6800b5789c424.TaskFutureCallBack,1,1,3
org.apache.usergrid.persistence.core.task.usergrid_old_5f649ff4d3d6800b578a004c,1.5,1,3
org.apache.usergrid.persistence.core.task.usergrid_old_5f649ff4d3d6800b578a004c.CountingThreadFactory,1,1,2
org.apache.usergrid.persistence.core.task.usergrid_old_5f649ff4d3d6800b578a004c.MaxSizeThreadPool,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649ff4d3d6800b578a004c.RejectedHandler,1,1,1
org.apache.usergrid.persistence.core.task.usergrid_old_5f649ff4d3d6800b578a004c.TaskFutureCallBack,1,1,3
org.apache.usergrid.persistence.core.util.usergrid_old_5f649f17d3d6800b5789f41a,2.5,4,15
org.apache.usergrid.persistence.core.util.usergrid_old_5f64a001d3d6800b578a011d,2.5,4,15
org.apache.usergrid.persistence.core.util.usergrid_old_5f64a003d3d6800b578a013a,2.5,4,15
org.apache.usergrid.persistence.core.util.usergrid_old_5f64a015d3d6800b578a0253,2.5,4,15
org.apache.usergrid.persistence.geo.usergrid_old_5f6495ddd3d6800b57897f5b,3,5,6
org.apache.usergrid.persistence.geo.usergrid_old_5f649b5dd3d6800b5789c3de,3,5,6
org.apache.usergrid.persistence.geo.usergrid_old_5f649d78d3d6800b5789dcc0,3,5,6
org.apache.usergrid.persistence.graph.consistency.usergrid_old_5f6496e1d3d6800b57898d1d,1.75,1,7
org.apache.usergrid.persistence.graph.consistency.usergrid_old_5f6496e1d3d6800b57898d1d.TimeoutEventCompatator,1,1,1
org.apache.usergrid.persistence.graph.consistency.usergrid_old_5f6496ead3d6800b57898d9d,1.43,3,10
org.apache.usergrid.persistence.graph.consistency.usergrid_old_5f6496ffd3d6800b57898ecc,1.75,1,7
org.apache.usergrid.persistence.graph.consistency.usergrid_old_5f6496ffd3d6800b57898ecc.TimeoutEventCompatator,1,1,1
org.apache.usergrid.persistence.graph.consistency.usergrid_old_5f649736d3d6800b578991a1,1.75,1,7
org.apache.usergrid.persistence.graph.consistency.usergrid_old_5f649736d3d6800b578991a1.TimeoutEventCompatator,1,1,1
org.apache.usergrid.persistence.graph.consistency.usergrid_old_5f649d6dd3d6800b5789dc35,1.57,4,11
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649584d3d6800b57897a4b,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649648d3d6800b5789850a,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64967ed3d6800b578987e8,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64969ed3d6800b57898981,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f6496bfd3d6800b57898b66,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649794d3d6800b578995fa,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649794d3d6800b578995fa.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649794d3d6800b578995fa.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649794d3d6800b578995fa.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649867d3d6800b5789a00a,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649867d3d6800b5789a00a.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649867d3d6800b5789a00a.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649867d3d6800b5789a00a.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f6498acd3d6800b5789a338,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f6498acd3d6800b5789a338.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f6498acd3d6800b5789a338.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f6498acd3d6800b5789a338.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f6498ccd3d6800b5789a4c6,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f6498e0d3d6800b5789a5c1,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f6499fbd3d6800b5789b329,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649a02d3d6800b5789b38a,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649a13d3d6800b5789b447,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649a79d3d6800b5789b92d,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649a96d3d6800b5789ba82,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649a97d3d6800b5789ba8a,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649a9ad3d6800b5789baab,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649aa0d3d6800b5789bb03,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649b42d3d6800b5789c294,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649eadd3d6800b5789ee2f,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649eaed3d6800b5789ee4b,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649eafd3d6800b5789ee5a,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649eb2d3d6800b5789ee7a,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649eb4d3d6800b5789ee97,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649eb8d3d6800b5789eece,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649eced3d6800b5789effb,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649ed1d3d6800b5789f028,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649ed2d3d6800b5789f02c,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649edad3d6800b5789f0aa,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649edad3d6800b5789f0ae,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649eded3d6800b5789f0e2,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649ee3d3d6800b5789f13b,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f01d3d6800b5789f2d1,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f03d3d6800b5789f2fa,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f0ad3d6800b5789f360,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f0ed3d6800b5789f390,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f17d3d6800b5789f421,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f27d3d6800b5789f514,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f2bd3d6800b5789f54d,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f2bd3d6800b5789f54d.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f2bd3d6800b5789f54d.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f2bd3d6800b5789f54d.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f2ed3d6800b5789f576,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f2ed3d6800b5789f576.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f2ed3d6800b5789f576.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f2ed3d6800b5789f576.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f3ed3d6800b5789f641,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f3ed3d6800b5789f641.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f3ed3d6800b5789f641.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f3ed3d6800b5789f641.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f42d3d6800b5789f679,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f42d3d6800b5789f679.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f42d3d6800b5789f679.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f42d3d6800b5789f679.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f4bd3d6800b5789f710,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f4bd3d6800b5789f710.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f4bd3d6800b5789f710.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f4bd3d6800b5789f710.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f54d3d6800b5789f790,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f54d3d6800b5789f790.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f54d3d6800b5789f790.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f54d3d6800b5789f790.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f59d3d6800b5789f7e8,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f59d3d6800b5789f7e8.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f59d3d6800b5789f7e8.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f59d3d6800b5789f7e8.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f5dd3d6800b5789f81b,1,1,9
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f5dd3d6800b5789f81b.EdgeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f5dd3d6800b5789f81b.EdgeWriteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649f5dd3d6800b5789f81b.NodeDeleteListenerProvider,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649fa1d3d6800b5789fbb6,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649fc6d3d6800b5789fdd2,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649fcad3d6800b5789fe12,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649fcbd3d6800b5789fe16,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649fccd3d6800b5789fe27,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649fd9d3d6800b5789fef2,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649fdad3d6800b5789ff01,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649fded3d6800b5789ff36,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649fe6d3d6800b5789ffb3,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649ff3d3d6800b578a0041,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649ff5d3d6800b578a0057,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649ff6d3d6800b578a006f,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649ff7d3d6800b578a0083,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f649ffad3d6800b578a00b4,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a015d3d6800b578a0246,1,1,1
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a01ed3d6800b578a02d3,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a01ed3d6800b578a02d7,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a022d3d6800b578a0324,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a052d3d6800b578a05b2,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a053d3d6800b578a05c2,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a05ed3d6800b578a064b,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a08fd3d6800b578a0912,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a093d3d6800b578a0949,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a0abd3d6800b578a0a8f,1,1,3
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a0e9d3d6800b578a0e1f,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a0ebd3d6800b578a0e45,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a0edd3d6800b578a0e59,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a0fdd3d6800b578a0f55,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a0fdd3d6800b578a0f60,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a106d3d6800b578a0fcf,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a10cd3d6800b578a1013,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a10dd3d6800b578a101c,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a10fd3d6800b578a1038,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a111d3d6800b578a1053,1,1,2
org.apache.usergrid.persistence.graph.guice.usergrid_old_5f64a11dd3d6800b578a10ea,1,1,2
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6496bdd3d6800b57898b4d,1,1,21
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6496c0d3d6800b57898b70,1.08,2,14
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6496c0d3d6800b57898b7a,1,1,21
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6496e0d3d6800b57898d10,1.05,1,21
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6496e0d3d6800b57898d10.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f64970bd3d6800b57898f4d,1.05,1,22
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f64970bd3d6800b57898f4d.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649716d3d6800b57898ff1,1.05,1,22
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649716d3d6800b57898ff1.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649720d3d6800b57899073,1.05,1,21
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649720d3d6800b57899073.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649727d3d6800b578990e6,1.05,1,22
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649727d3d6800b578990e6.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649795d3d6800b57899603,1.2,2,6
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f64979cd3d6800b57899660,1.2,2,6
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f64979dd3d6800b57899670,1.2,2,6
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497b1d3d6800b5789976b,1.2,2,6
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497c1d3d6800b5789981e,1.2,2,6
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497c8d3d6800b5789986d,1.25,2,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497c9d3d6800b5789987b,1.44,2,13
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497d7d3d6800b5789992d,1,1,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497d9d3d6800b57899945,1.25,2,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497dad3d6800b57899957,1.44,2,13
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497ebd3d6800b57899a34,1.13,1,17
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497ebd3d6800b57899a34.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497f0d3d6800b57899a65,1,1,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6497f3d3d6800b57899a97,1,1,2
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649862d3d6800b57899fdc,1.13,1,17
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649862d3d6800b57899fdc.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649865d3d6800b57899ffc,1,1,2
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649867d3d6800b5789a012,1,1,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649889d3d6800b5789a199,1.13,1,17
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649889d3d6800b5789a199.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f64988cd3d6800b5789a1ca,1,1,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f64988dd3d6800b5789a1d2,1.13,1,17
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f64988dd3d6800b5789a1d2.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649890d3d6800b5789a1fa,1,1,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649891d3d6800b5789a202,1.13,1,17
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649891d3d6800b5789a202.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649895d3d6800b5789a238,1,1,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649895d3d6800b5789a240,1.13,1,17
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649895d3d6800b5789a240.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649899d3d6800b5789a266,1,1,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f64989ed3d6800b5789a2aa,1.13,1,17
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f64989ed3d6800b5789a2aa.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6498a1d3d6800b5789a2cd,1,1,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6498a5d3d6800b5789a2f6,1.13,1,17
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6498a5d3d6800b5789a2f6.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6498add3d6800b5789a349,1,1,5
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6498b1d3d6800b5789a37c,1,1,2
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6498cfd3d6800b5789a4f2,1,1,2
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f6498e3d3d6800b5789a5eb,1,1,2
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649ed7d3d6800b5789f07e,1,1,21
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649edfd3d6800b5789f0ef,1,1,21
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649f5ad3d6800b5789f7ee,1.04,1,24
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649f5ad3d6800b5789f7ee.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649f5cd3d6800b5789f806,1.36,2,15
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649f5cd3d6800b5789f810,1.04,1,24
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649f5cd3d6800b5789f810.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649f98d3d6800b5789fb3f,1.13,1,17
org.apache.usergrid.persistence.graph.impl.usergrid_old_5f649f98d3d6800b5789fb3f.TargetPair,2.33,5,7
org.apache.usergrid.persistence.graph.serialization.impl.migration.usergrid_old_5f649a98d3d6800b5789ba9b,1.14,2,8
