Class,OCavg,OCmax,WMC
org.apache.geode.internal.cache.geode_old_5f6454b3d3d6800b57838c68.AdvisorListener,5.29,18,37
org.apache.geode.internal.cache.geode_old_5f6454b3d3d6800b57838c68.DiskPage,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454b3d3d6800b57838c68.DiskPosition,1.33,2,8
org.apache.geode.internal.cache.geode_old_5f6454b3d3d6800b57838c68.DiskSavvyIterator,3.75,9,15
org.apache.geode.internal.cache.geode_old_5f6454b3d3d6800b57838c68.DistributedLock,2.88,13,23
org.apache.geode.internal.cache.geode_old_5f6454b3d3d6800b57838c68.GetRandomReplicate,2.33,5,7
org.apache.geode.internal.cache.geode_old_5f6454b3d3d6800b57838c68.RegionDistributedLock,1,1,7
org.apache.geode.internal.cache.geode_old_5f6454b7d3d6800b57838cbe,1.03,3,217
org.apache.geode.internal.cache.geode_old_5f6454bbd3d6800b57838d20,2.39,26,697
org.apache.geode.internal.cache.geode_old_5f6454bbd3d6800b57838d20.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f6454bbd3d6800b57838d20.Stopper,5,6,10
org.apache.geode.internal.cache.geode_old_5f6454bcd3d6800b57838d2e,1.03,3,219
org.apache.geode.internal.cache.geode_old_5f6454bdd3d6800b57838d3e,2.39,26,696
org.apache.geode.internal.cache.geode_old_5f6454bdd3d6800b57838d3e.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f6454bdd3d6800b57838d3e.Stopper,5,6,10
org.apache.geode.internal.cache.geode_old_5f6454c3d3d6800b57838dc6,1.03,3,219
org.apache.geode.internal.cache.geode_old_5f6454c4d3d6800b57838de5,1.42,4,37
org.apache.geode.internal.cache.geode_old_5f6454c5d3d6800b57838df5,2.38,26,697
org.apache.geode.internal.cache.geode_old_5f6454c5d3d6800b57838df5.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f6454c5d3d6800b57838df5.Stopper,4.5,5,9
org.apache.geode.internal.cache.geode_old_5f6454cbd3d6800b57838e86,2.38,26,694
org.apache.geode.internal.cache.geode_old_5f6454cbd3d6800b57838e86.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f6454cbd3d6800b57838e86.Stopper,4.5,5,9
org.apache.geode.internal.cache.geode_old_5f6454ccd3d6800b57838e9d,2.98,10,397
org.apache.geode.internal.cache.geode_old_5f6454ccd3d6800b57838e9d.BucketAttributesFactory,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454ccd3d6800b57838e9d.CreateBucketResult,1,1,2
org.apache.geode.internal.cache.geode_old_5f6454ccd3d6800b57838e9d.EntryVisitor,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f6454cdd3d6800b57838ebc,1.14,4,190
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8,3.77,16,"1,258"
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.AdvisorListener,1.8,4,9
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.BucketLock,4,13,40
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.BucketSorterRunnable,4.5,6,9
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.IndexTask,2.67,7,16
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.KeysSet,1.29,3,9
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.KeysSet.KeysSetIterator,2.12,4,17
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.PREntriesSet,1,1,3
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.PREntriesSet.EntriesSetIterator,1.5,2,3
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.PRIdMap,2.43,6,17
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.RecoveryLock,1,1,2
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.RegionLock,1,1,2
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.RetryTimeKeeper,1.4,3,7
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.SizeEntry,1,1,4
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.ValuesSet,1,1,3
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838ec8.ValuesSet.ValuesSetIterator,2.25,5,9
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838eda,1.08,1,113
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838eda.LocalEntriesSet,1.25,2,5
org.apache.geode.internal.cache.geode_old_5f6454ced3d6800b57838eda.LocalEntriesSet.LocalEntriesSetIterator,3.4,12,17
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa,3.77,16,"1,258"
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.AdvisorListener,1.8,4,9
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.BucketLock,4,13,40
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.BucketSorterRunnable,4.5,6,9
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.IndexTask,2.67,7,16
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.KeysSet,1.29,3,9
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.KeysSet.KeysSetIterator,2.12,4,17
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.PREntriesSet,1,1,3
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.PREntriesSet.EntriesSetIterator,1.5,2,3
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.PRIdMap,2.43,6,17
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.RecoveryLock,1,1,2
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.RegionLock,1,1,2
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.RetryTimeKeeper,1.4,3,7
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.SizeEntry,1,1,4
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.ValuesSet,1,1,3
org.apache.geode.internal.cache.geode_old_5f6454d0d3d6800b57838efa.ValuesSet.ValuesSetIterator,2.25,5,9
org.apache.geode.internal.cache.geode_old_5f6454d1d3d6800b57838f02,1.08,1,113
org.apache.geode.internal.cache.geode_old_5f6454d1d3d6800b57838f02.LocalEntriesSet,1.25,2,5
org.apache.geode.internal.cache.geode_old_5f6454d1d3d6800b57838f02.LocalEntriesSet.LocalEntriesSetIterator,3.4,12,17
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21,2.83,3,178
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.CommitExceptionCollectingException,3.38,6,27
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.CommitProcessForLockIdMessage,1,1,7
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.CommitProcessForTXIdMessage,1,1,7
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.CommitProcessMessage,2,2,2
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.CommitProcessQueryMessage,1.29,3,9
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.CommitProcessQueryReplyMessage,1,1,7
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.CommitProcessQueryReplyProcessor,1.25,2,5
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.CommitReplyProcessor,1.83,4,11
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.RegionCommit,3.37,3,64
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.RegionCommit.FarSideEntryOp,2.2,7,22
org.apache.geode.internal.cache.geode_old_5f6454d2d3d6800b57838f21.RegionCommitList,1.83,5,11
org.apache.geode.internal.cache.geode_old_5f6454d3d3d6800b57838f35,4.69,58,375
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53,3.77,16,"1,258"
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.AdvisorListener,1.8,4,9
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.BucketLock,4,13,40
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.BucketSorterRunnable,4.5,6,9
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.IndexTask,2.67,7,16
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.KeysSet,1.29,3,9
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.KeysSet.KeysSetIterator,2.12,4,17
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.PREntriesSet,1,1,3
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.PREntriesSet.EntriesSetIterator,1.5,2,3
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.PRIdMap,2.43,6,17
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.RecoveryLock,1,1,2
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.RegionLock,1,1,2
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.RetryTimeKeeper,1.4,3,7
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.SizeEntry,1,1,4
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.ValuesSet,1,1,3
org.apache.geode.internal.cache.geode_old_5f6454d4d3d6800b57838f53.ValuesSet.ValuesSetIterator,2.25,5,9
org.apache.geode.internal.cache.geode_old_5f6454d8d3d6800b57838fb1,3.03,1,"1,635"
org.apache.geode.internal.cache.geode_old_5f6454d8d3d6800b57838fb1.EventDispatcher,1.67,2,5
org.apache.geode.internal.cache.geode_old_5f6454d8d3d6800b57838fb1.IteratorType,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f6454d8d3d6800b57838fb1.Stopper,2,2,4
org.apache.geode.internal.cache.geode_old_5f6454d8d3d6800b57838fb1.SubregionsSet,2.5,11,25
org.apache.geode.internal.cache.geode_old_5f6454dad3d6800b57838fe1,4.69,58,375
org.apache.geode.internal.cache.geode_old_5f6454dbd3d6800b57838fff,3.03,1,"1,635"
org.apache.geode.internal.cache.geode_old_5f6454dbd3d6800b57838fff.EventDispatcher,1.67,2,5
org.apache.geode.internal.cache.geode_old_5f6454dbd3d6800b57838fff.IteratorType,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f6454dbd3d6800b57838fff.Stopper,2,2,4
org.apache.geode.internal.cache.geode_old_5f6454dbd3d6800b57838fff.SubregionsSet,2.5,11,25
org.apache.geode.internal.cache.geode_old_5f6454dcd3d6800b57839011,1.57,10,263
org.apache.geode.internal.cache.geode_old_5f6454ded3d6800b5783903b,2.38,26,689
org.apache.geode.internal.cache.geode_old_5f6454ded3d6800b5783903b.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f6454ded3d6800b5783903b.Stopper,4.5,5,9
org.apache.geode.internal.cache.geode_old_5f6454e1d3d6800b57839087,2.38,26,689
org.apache.geode.internal.cache.geode_old_5f6454e1d3d6800b57839087.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f6454e1d3d6800b57839087.Stopper,4.5,5,9
org.apache.geode.internal.cache.geode_old_5f6454e4d3d6800b578390c3,2.14,15,105
org.apache.geode.internal.cache.geode_old_5f6454e5d3d6800b578390e1,2.56,4,363
org.apache.geode.internal.cache.geode_old_5f6454e5d3d6800b578390e1.RawValue,2.67,7,16
org.apache.geode.internal.cache.geode_old_5f6454e5d3d6800b578390e1.SizeOp,7,7,7
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b578390f4,3.03,1,"1,635"
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b578390f4.DefaultServerRegionProxyConstructor,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b578390f4.EventDispatcher,1.67,2,5
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b578390f4.IteratorType,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b578390f4.Stopper,2,2,4
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b578390f4.SubregionsSet,2.5,11,25
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102,3.76,16,"1,263"
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.AdvisorListener,1.8,4,9
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.BucketLock,4,13,40
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.BucketSorterRunnable,4.5,6,9
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.IndexTask,2.67,7,16
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.KeysSet,1.29,3,9
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.KeysSet.KeysSetIterator,2.12,4,17
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.PREntriesSet,1,1,3
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.PREntriesSet.EntriesSetIterator,1.5,2,3
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.PRIdMap,2.43,6,17
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.RecoveryLock,1,1,2
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.RegionLock,1,1,2
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.RetryTimeKeeper,1.4,3,7
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.SizeEntry,1,1,4
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.ValuesSet,1,1,3
org.apache.geode.internal.cache.geode_old_5f6454e6d3d6800b57839102.ValuesSet.ValuesSetIterator,2.25,5,9
org.apache.geode.internal.cache.geode_old_5f6454e8d3d6800b57839124,3.25,5,494
org.apache.geode.internal.cache.geode_old_5f6454e8d3d6800b57839124.AdvisorListener,5.29,18,37
org.apache.geode.internal.cache.geode_old_5f6454e8d3d6800b57839124.DiskPage,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454e8d3d6800b57839124.DiskPosition,1.33,2,8
org.apache.geode.internal.cache.geode_old_5f6454e8d3d6800b57839124.DiskSavvyIterator,3.75,9,15
org.apache.geode.internal.cache.geode_old_5f6454e8d3d6800b57839124.DistributedLock,2.88,13,23
org.apache.geode.internal.cache.geode_old_5f6454e8d3d6800b57839124.GetRandomReplicate,2.33,5,7
org.apache.geode.internal.cache.geode_old_5f6454e8d3d6800b57839124.RegionDistributedLock,1,1,7
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839136,3.06,1,"1,623"
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839136.DefaultServerRegionProxyConstructor,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839136.EventDispatcher,1.67,2,5
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839136.IteratorType,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839136.Stopper,2,2,4
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839136.SubregionsSet,2.5,11,25
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839152,3.06,1,"1,623"
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839152.DefaultServerRegionProxyConstructor,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839152.EventDispatcher,1.67,2,5
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839152.IteratorType,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839152.Stopper,2,2,4
org.apache.geode.internal.cache.geode_old_5f6454e9d3d6800b57839152.SubregionsSet,2.5,11,25
org.apache.geode.internal.cache.geode_old_5f6454ebd3d6800b57839172,2.38,26,688
org.apache.geode.internal.cache.geode_old_5f6454ebd3d6800b57839172.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f6454ebd3d6800b57839172.Stopper,4.5,5,9
org.apache.geode.internal.cache.geode_old_5f6454edd3d6800b57839184,1.03,3,220
org.apache.geode.internal.cache.geode_old_5f6454f5d3d6800b5783923b,2.17,15,104
org.apache.geode.internal.cache.geode_old_5f6454f6d3d6800b57839251,3.06,1,"1,623"
org.apache.geode.internal.cache.geode_old_5f6454f6d3d6800b57839251.DefaultServerRegionProxyConstructor,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454f6d3d6800b57839251.EventDispatcher,1.67,2,5
org.apache.geode.internal.cache.geode_old_5f6454f6d3d6800b57839251.IteratorType,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f6454f6d3d6800b57839251.Stopper,2,2,4
org.apache.geode.internal.cache.geode_old_5f6454f6d3d6800b57839251.SubregionsSet,2.5,11,25
org.apache.geode.internal.cache.geode_old_5f6454f6d3d6800b5783925d,2.56,4,363
org.apache.geode.internal.cache.geode_old_5f6454f6d3d6800b5783925d.RawValue,2.67,7,16
org.apache.geode.internal.cache.geode_old_5f6454f6d3d6800b5783925d.SizeOp,7,7,7
org.apache.geode.internal.cache.geode_old_5f6454f7d3d6800b5783926f,2.37,26,689
org.apache.geode.internal.cache.geode_old_5f6454f7d3d6800b5783926f.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f6454f7d3d6800b5783926f.Stopper,4.5,5,9
org.apache.geode.internal.cache.geode_old_5f6454f8d3d6800b5783927b,3.06,1,"1,627"
org.apache.geode.internal.cache.geode_old_5f6454f8d3d6800b5783927b.DefaultServerRegionProxyConstructor,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454f8d3d6800b5783927b.EventDispatcher,1.67,2,5
org.apache.geode.internal.cache.geode_old_5f6454f8d3d6800b5783927b.IteratorType,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f6454f8d3d6800b5783927b.Stopper,2,2,4
org.apache.geode.internal.cache.geode_old_5f6454f8d3d6800b5783927b.SubregionsSet,2.5,11,25
org.apache.geode.internal.cache.geode_old_5f6454f9d3d6800b5783928f,3.61,1,350
org.apache.geode.internal.cache.geode_old_5f6454f9d3d6800b5783928f.BucketProfile,1,1,7
org.apache.geode.internal.cache.geode_old_5f6454f9d3d6800b5783928f.ServerBucketProfile,1.7,7,17
org.apache.geode.internal.cache.geode_old_5f6454f9d3d6800b5783928f.SetFromMap,1.06,2,17
org.apache.geode.internal.cache.geode_old_5f6454f9d3d6800b5783928f.VolunteeringDelegate,4,15,52
org.apache.geode.internal.cache.geode_old_5f6454fad3d6800b5783929e,3.24,5,493
org.apache.geode.internal.cache.geode_old_5f6454fad3d6800b5783929e.AdvisorListener,5.29,18,37
org.apache.geode.internal.cache.geode_old_5f6454fad3d6800b5783929e.DiskPage,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454fad3d6800b5783929e.DiskPosition,1.33,2,8
org.apache.geode.internal.cache.geode_old_5f6454fad3d6800b5783929e.DiskSavvyIterator,3.75,9,15
org.apache.geode.internal.cache.geode_old_5f6454fad3d6800b5783929e.DistributedLock,2.88,13,23
org.apache.geode.internal.cache.geode_old_5f6454fad3d6800b5783929e.GetRandomReplicate,2.33,5,7
org.apache.geode.internal.cache.geode_old_5f6454fad3d6800b5783929e.RegionDistributedLock,1,1,7
org.apache.geode.internal.cache.geode_old_5f6454fbd3d6800b578392ba,2.44,4,344
org.apache.geode.internal.cache.geode_old_5f6454fbd3d6800b578392ba.RawValue,2.67,7,16
org.apache.geode.internal.cache.geode_old_5f6454fbd3d6800b578392ba.SizeOp,7,7,7
org.apache.geode.internal.cache.geode_old_5f6454fcd3d6800b578392ce,2.37,26,690
org.apache.geode.internal.cache.geode_old_5f6454fcd3d6800b578392ce.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f6454fcd3d6800b578392ce.Stopper,4.5,5,9
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392e0,3.06,1,"1,627"
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392e0.DefaultServerRegionProxyConstructor,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392e0.EventDispatcher,1.67,2,5
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392e0.IteratorType,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392e0.Stopper,2,2,4
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392e0.SubregionsSet,2.5,11,25
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392f7,3.7,1,337
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392f7.BucketProfile,1,1,7
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392f7.ServerBucketProfile,1.6,6,16
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392f7.SetFromMap,1.06,2,17
org.apache.geode.internal.cache.geode_old_5f6454fdd3d6800b578392f7.VolunteeringDelegate,4.45,15,49
org.apache.geode.internal.cache.geode_old_5f6454fed3d6800b57839309,3.24,5,489
org.apache.geode.internal.cache.geode_old_5f6454fed3d6800b57839309.AdvisorListener,5.29,18,37
org.apache.geode.internal.cache.geode_old_5f6454fed3d6800b57839309.DiskPage,1,1,1
org.apache.geode.internal.cache.geode_old_5f6454fed3d6800b57839309.DiskPosition,1.33,2,8
org.apache.geode.internal.cache.geode_old_5f6454fed3d6800b57839309.DiskSavvyIterator,3.5,8,14
org.apache.geode.internal.cache.geode_old_5f6454fed3d6800b57839309.DistributedLock,2.88,13,23
org.apache.geode.internal.cache.geode_old_5f6454fed3d6800b57839309.GetRandomReplicate,2,4,6
org.apache.geode.internal.cache.geode_old_5f6454fed3d6800b57839309.RegionDistributedLock,1,1,7
org.apache.geode.internal.cache.geode_old_5f645501d3d6800b57839348,2.56,4,363
org.apache.geode.internal.cache.geode_old_5f645501d3d6800b57839348.RawValue,2.67,7,16
org.apache.geode.internal.cache.geode_old_5f645501d3d6800b57839348.SizeOp,7,7,7
org.apache.geode.internal.cache.geode_old_5f645502d3d6800b5783935a,2.37,26,689
org.apache.geode.internal.cache.geode_old_5f645502d3d6800b5783935a.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f645502d3d6800b5783935a.Stopper,4.5,5,9
org.apache.geode.internal.cache.geode_old_5f645502d3d6800b57839368,3.06,1,"1,627"
org.apache.geode.internal.cache.geode_old_5f645502d3d6800b57839368.DefaultServerRegionProxyConstructor,1,1,1
org.apache.geode.internal.cache.geode_old_5f645502d3d6800b57839368.EventDispatcher,1.67,2,5
org.apache.geode.internal.cache.geode_old_5f645502d3d6800b57839368.IteratorType,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f645502d3d6800b57839368.Stopper,2,2,4
org.apache.geode.internal.cache.geode_old_5f645502d3d6800b57839368.SubregionsSet,2.5,11,25
org.apache.geode.internal.cache.geode_old_5f645503d3d6800b5783937a,3.61,1,350
org.apache.geode.internal.cache.geode_old_5f645503d3d6800b5783937a.BucketProfile,1,1,7
org.apache.geode.internal.cache.geode_old_5f645503d3d6800b5783937a.ServerBucketProfile,1.7,7,17
org.apache.geode.internal.cache.geode_old_5f645503d3d6800b5783937a.SetFromMap,1.06,2,17
org.apache.geode.internal.cache.geode_old_5f645503d3d6800b5783937a.VolunteeringDelegate,4,15,52
org.apache.geode.internal.cache.geode_old_5f645504d3d6800b5783938b,3.24,5,493
org.apache.geode.internal.cache.geode_old_5f645504d3d6800b5783938b.AdvisorListener,5.29,18,37
org.apache.geode.internal.cache.geode_old_5f645504d3d6800b5783938b.DiskPage,1,1,1
org.apache.geode.internal.cache.geode_old_5f645504d3d6800b5783938b.DiskPosition,1.33,2,8
org.apache.geode.internal.cache.geode_old_5f645504d3d6800b5783938b.DiskSavvyIterator,3.75,9,15
org.apache.geode.internal.cache.geode_old_5f645504d3d6800b5783938b.DistributedLock,2.88,13,23
org.apache.geode.internal.cache.geode_old_5f645504d3d6800b5783938b.GetRandomReplicate,2.33,5,7
org.apache.geode.internal.cache.geode_old_5f645504d3d6800b5783938b.RegionDistributedLock,1,1,7
org.apache.geode.internal.cache.geode_old_5f645505d3d6800b578393a9,3.06,1,"1,627"
org.apache.geode.internal.cache.geode_old_5f645505d3d6800b578393a9.DefaultServerRegionProxyConstructor,1,1,1
org.apache.geode.internal.cache.geode_old_5f645505d3d6800b578393a9.EventDispatcher,1.67,2,5
org.apache.geode.internal.cache.geode_old_5f645505d3d6800b578393a9.IteratorType,n/a,n/a,0
org.apache.geode.internal.cache.geode_old_5f645505d3d6800b578393a9.Stopper,2,2,4
org.apache.geode.internal.cache.geode_old_5f645505d3d6800b578393a9.SubregionsSet,2.5,11,25
org.apache.geode.internal.cache.geode_old_5f645509d3d6800b57839404,2.44,4,344
org.apache.geode.internal.cache.geode_old_5f645509d3d6800b57839404.RawValue,2.67,7,16
org.apache.geode.internal.cache.geode_old_5f645509d3d6800b57839404.SizeOp,7,7,7
org.apache.geode.internal.cache.geode_old_5f645511d3d6800b578394d8,3.7,1,337
org.apache.geode.internal.cache.geode_old_5f645511d3d6800b578394d8.BucketProfile,1,1,7
org.apache.geode.internal.cache.geode_old_5f645511d3d6800b578394d8.ServerBucketProfile,1.6,6,16
org.apache.geode.internal.cache.geode_old_5f645511d3d6800b578394d8.SetFromMap,1.06,2,17
org.apache.geode.internal.cache.geode_old_5f645511d3d6800b578394d8.VolunteeringDelegate,4.45,15,49
org.apache.geode.internal.cache.geode_old_5f64551bd3d6800b578395ab,2.37,26,690
org.apache.geode.internal.cache.geode_old_5f64551bd3d6800b578395ab.SimpleWaiter,1.67,3,5
org.apache.geode.internal.cache.geode_old_5f64551bd3d6800b578395ab.Stopper,4.5,5,9
org.apache.geode.internal.cache.geode_old_5f64551ed3d6800b57839601,4.41,1,128
org.apache.geode.internal.cache.geode_old_5f64551ed3d6800b57839601.CacheOperationMessage,2.76,18,105
org.apache.geode.internal.cache.geode_old_5f64551ed3d6800b57839601.CacheOperationReplyProcessor,3,5,6
org.apache.geode.internal.cache.geode_old_5f64551ed3d6800b57839601.ReliableCacheReplyProcessor,2,3,6
org.apache.geode.internal.cache.geode_old_5f645521d3d6800b57839645,1.03,3,221
org.apache.geode.internal.cache.geode_old_5f645522d3d6800b57839668,2.02,6,409
org.apache.geode.internal.cache.geode_old_5f645522d3d6800b57839668.EventFlags,1.5,2,3
org.apache.geode.internal.cache.geode_old_5f645522d3d6800b57839668.OldValueOwner,1.25,2,5
org.apache.geode.internal.cache.geode_old_5f645522d3d6800b57839668.SerializedCacheValueImpl,1.41,2,24
org.apache.geode.internal.cache.geode_old_5f645526d3d6800b578396c5,3.76,16,"1,264"
org.apache.geode.internal.cache.geode_old_5f645526d3d6800b578396c5.AdvisorListener,1.8,4,9
org.apache.geode.internal.cache.geode_old_5f645526d3d6800b578396c5.BucketLock,4,13,40
org.apache.geode.internal.cache.geode_old_5f645526d3d6800b578396c5.BucketSorterRunnable,4.5,6,9
org.apache.geode.internal.cache.geode_old_5f645526d3d6800b578396c5.IndexTask,2.67,7,16
org.apache.geode.internal.cache.geode_old_5f645526d3d6800b578396c5.KeysSet,1.29,3,9
org.apache.geode.internal.cache.geode_old_5f645526d3d6800b578396c5.KeysSet.KeysSetIterator,2.12,4,17
